DWHName,IncomingFileName,FriendlyName,FileType,Affiliate,Brand,Data Granularity,Data Owner,Vendor Name,VendorContact,Source System Name,PullType,Data Business Owner,Data Technical Owner,Data Type,SubDataType,Data Set Description,File Location,LocatedIn,File Current Status,Deactivation Date,Reason For Deactivation,When is the File Sent,Load Frequency,File Pre Processed,Landing Zone Table Name,Transformation Layer Table Name,Reporting Layer table Name,Comment
Japan Datawarehouse,All Brands_219_Engagement_weekly,All Brands 219 Engagement Weekly,psv,Turkey,All Brands,"Rep, Price, Region, Units",Lakshya Mishra,Veeva,veeva644@veeva.com,IQVIA,Automated,smith@dr.com462@iqvia.com,akira196@iqvia.com,Engagement Data,Product Inventory Snapshot,"Contains engagement data for All Brands in Turkey, with fields: region, price, rep.",s3/engagement/allbrands/turkey/,s3,Active,,,End of Quarter,Weekly,No,all_brands_turkey_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_turkey_m_rpt,Backfill required for last 3 months
APAC Datawarehouse,All Brands_220_Claims_qtr,All Brands 220 Claims Qtr,psv,Turkey,All Brands,"Units, Brand, HCP",Lakshya Mishra,Veeva,veeva755@iqvia.com,Veeva CRM,Manual,chen732@iqvia.com,johanna@dr.com854@veeva.com,Claims Data,Product Inventory Snapshot,"Contains claims data for All Brands in Turkey, with fields: ta, revenue.",gcs/claims/allbrands/turkey/,s3,Active,,,Beginning of week,Quarterly,No,all_brands_turkey_claims_z,all_brands_claims_quarterly_xform,all_brands_claims_turkey_metri_rpt,This file is set to expire by end of 2025
Japan Datawarehouse,Diab_1_221_Sales_weekly,Diab 1 221 Sales Weekly,csv,US,Diab_1,"Revenue, Engagement, Rep",Sridhar,IQVIA,iqvia733@iqvia.com,Workday,Automated,sridhar794@company.com,maria361@vendor.net,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in US, with fields: hcp, volume, ta.",adls/sales/diab_1/us/,gcs,Inactive,09/06/2023,Contract expired on 09/06/2023,Monthly,Weekly,No,diab_1_us_sales_z,diab_1_sales_weekly_xform,,Schema change expected next quarter
Japan Datawarehouse,Diab_1_222_Engagement_weekly,Diab 1 222 Engagement Weekly,csv,Mexico,Diab_1,"Volume, TA, HCP, Brand",Sridhar,Veeva,veeva800@company.com,IQVIA,Automated,lakshya269@company.com,johanna@dr.com335@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in Mexico, with fields: revenue, price, region.",s3/engagement/diab_1/mexico/,s3,Pilot,,,Monthly,Weekly,Yes,diab_1_mexico_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_mexico_metri_rpt,New processing pipeline in progress
US Datawarehouse,Diab_1_223_Claims_qtr,Diab 1 223 Claims Qtr,psv,US,Diab_1,"Engagement, HCP, Brand, Rep",Sridhar,AWS Data Exchange,aws675@iqvia.com,Veeva CRM,Manual,johanna419@iqvia.com,johanna@dr.com42@vendor.net,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for Diab_1 in US, with fields: region, hcp, rep.",s3/claims/diab_1/us/,s3,Active,,,Beginning of week,Quarterly,Yes,diab_1_us_claims_z,diab_1_claims_quarterly_xform,diab_1_claims_us_metrics_rpt,New processing pipeline in progress
EU Datawarehouse,Diab_1_224_Engagement_daily,Diab 1 224 Engagement Daily,csv,US,Diab_1,"HCP, TA, Revenue, Engagement",Sridhar,Veeva,veeva107@vendor.net,Veeva CRM,Automated,lakshya609@company.com,johanna286@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in US, with fields: revenue, hcp, engagement, price.",gcs/engagement/diab_1/us/,gcs,Deprecated,10/03/2023,Replaced by new pipeline on 10/03/2023,Monthly,Daily,Yes,diab_1_us_engagement_z,diab_1_engagement_daily_xform,diab_1_engagement_us_metrics_rpt,This file is set to expire by end of 2025
US Datawarehouse,Respira_225_Engagement_qtr,Respira 225 Engagement Qtr,csv,Turkey,Respira,"Country, Revenue, Price, TA",Sridhar,Veeva,veeva225@veeva.com,IQVIA,Automated,smith@dr.com234@iqvia.com,johanna@dr.com828@iqvia.com,Engagement Data,Regional Sales Data,"Contains engagement data for Respira in Turkey, with fields: ta, price, volume.",s3/engagement/respira/turkey/,gcs,Active,,,End of week,Biweekly,Yes,respira_turkey_engagement_z,respira_engagement_biweekly_xform,respira_engagement_turkey_metr_rpt,Backfill required for last 3 months
US Datawarehouse,Diab_1_226_Claims_weekly,Diab 1 226 Claims Weekly,psv,UK,Diab_1,"Rep, TA, Brand, Country, Engagement",Lakshya Mishra,Veeva,veeva489@company.com,IQVIA,Manual,jones@dr.com832@veeva.com,ananya960@iqvia.com,Claims Data,Monthly Claims Summary,"Contains claims data for Diab_1 in UK, with fields: volume, ta, region, rep.",adls/claims/diab_1/uk/,s3,Inactive,06/22/2024,Contract expired on 06/22/2024,End of Quarter,Weekly,No,diab_1_uk_claims_z,diab_1_claims_weekly_xform,diab_1_claims_uk_metrics_rpt,Schema change expected next quarter
US Datawarehouse,All Brands_227_Sales_weekly,All Brands 227 Sales Weekly,csv,Turkey,All Brands,"TA, Revenue, Engagement, Region, HCP",Chen,Veeva,veeva461@dr.com,IQVIA,Automated,smith@dr.com437@veeva.com,johanna@dr.com967@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in Turkey, with fields: hcp, region, price, engagement.",s3/sales/allbrands/turkey/,s3,Active,,,Monthly,Weekly,Yes,all_brands_turkey_sales_z,all_brands_sales_weekly_xform,all_brands_sales_turkey_metric_rpt,Schema change expected next quarter
Global Datawarehouse,OncoPro_228_Engagement_qtr,Oncopro 228 Engagement Qtr,psv,France,OncoPro,"Rep, Engagement, HCP, Volume",Lakshya Mishra,IMS Health,ims535@veeva.com,Veeva CRM,SFTP Drop,smith@dr.com131@vendor.net,johanna@dr.com989@vendor.net,Engagement Data,Campaign Metrics,"Contains engagement data for OncoPro in France, with fields: hcp, engagement, price, region.",adls/engagement/oncopro/france/,gcs,Active,,,Monthly,Quarterly,Yes,oncopro_france_engagement_z,oncopro_engagement_quarterly_xform,oncopro_engagement_france_metr_rpt,Schema change expected next quarter
Japan Datawarehouse,Diab_1_229_Sales_weekly,Diab 1 229 Sales Weekly,xlsx,US,Diab_1,"HCP, Rep, Engagement, Price",Lakshya Mishra,IMS Health,ims148@dr.com,Veeva CRM,Manual,smith@dr.com236@vendor.net,ananya105@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in US, with fields: price, ta.",gcs/sales/diab_1/us/,s3,Pilot,,,Beginning of week,Weekly,No,diab_1_us_sales_z,diab_1_sales_weekly_xform,diab_1_sales_us_metrics_rpt,Backfill required for last 3 months
LATAM Datawarehouse,All Brands_230_Claims_qtr,All Brands 230 Claims Qtr,psv,US,All Brands,"Rep, Volume, Engagement",Sridhar,IQVIA,iqvia511@vendor.net,Veeva CRM,Manual,smith@dr.com858@company.com,johanna@dr.com908@veeva.com,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for All Brands in US, with fields: revenue, ta, rep, hcp.",s3/claims/allbrands/us/,s3,Active,,,Middle of month,Quarterly,No,all_brands_us_claims_z,all_brands_claims_quarterly_xform,all_brands_claims_us_metrics_rpt,This file is set to expire by end of 2025
Global Datawarehouse,All Brands_231_Engagement_weekly,All Brands 231 Engagement Weekly,csv,Turkey,All Brands,"Region, Revenue, Engagement",Maria,IQVIA,iqvia68@iqvia.com,IQVIA,Manual,smith@dr.com55@company.com,johanna@dr.com379@iqvia.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in Turkey, with fields: engagement, volume, rep, hcp.",s3/engagement/allbrands/turkey/,s3,Inactive,10/21/2023,Contract expired on 10/21/2023,Beginning of week,Weekly,No,all_brands_turkey_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_turkey_m_rpt,Backfill required for last 3 months
Global Datawarehouse,Diab_1_232_Sales_qtr,Diab 1 232 Sales Qtr,psv,Turkey,Diab_1,"HCP, Engagement, Rep, TA",Lakshya Mishra,IQVIA,iqvia586@dr.com,IQVIA,Automated,jones@dr.com169@iqvia.com,sridhar792@iqvia.com,Sales Data,Campaign Metrics,"Contains sales data for Diab_1 in Turkey, with fields: revenue, volume, engagement.",s3/sales/diab_1/turkey/,s3,Inactive,01/23/2023,Contract expired on 01/23/2023,Beginning of week,Quarterly,No,diab_1_turkey_sales_z,diab_1_sales_quarterly_xform,diab_1_sales_turkey_metrics_rpt,PII masked at source
Japan Datawarehouse,Respira_233_Sales_weekly,Respira 233 Sales Weekly,parquet,US,Respira,"Volume, Units, Region, Revenue, TA",Sridhar,IQVIA,iqvia862@dr.com,Veeva CRM,Automated,jones@dr.com967@dr.com,akira473@iqvia.com,Sales Data,Regional Sales Data,"Contains sales data for Respira in US, with fields: ta, rep, region.",s3/sales/respira/us/,adls,Active,,,Monthly,Weekly,Yes,respira_us_sales_z,respira_sales_weekly_xform,respira_sales_us_metrics_rpt,Backfill required for last 3 months
APAC Datawarehouse,Diab_1_234_Sales_weekly,Diab 1 234 Sales Weekly,psv,US,Diab_1,"Price, Volume, Country, Engagement",Sridhar,Veeva,veeva682@company.com,Veeva CRM,API Pull,jones@dr.com554@vendor.net,johanna@dr.com666@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in US, with fields: volume, hcp, revenue.",s3/sales/diab_1/us/,s3,Inactive,03/01/2023,Contract expired on 03/01/2023,End of Quarter,Weekly,Yes,diab_1_us_sales_z,diab_1_sales_weekly_xform,diab_1_sales_us_metrics_rpt,Backfill required for last 3 months
Japan Datawarehouse,Diab_1_235_Engagement_qtr,Diab 1 235 Engagement Qtr,csv,Turkey,Diab_1,"Engagement, Rep, Revenue",Lakshya Mishra,IQVIA,iqvia572@veeva.com,IQVIA,Automated,smith180@vendor.net,johanna@dr.com112@company.com,Engagement Data,Monthly Claims Summary,"Contains engagement data for Diab_1 in Turkey, with fields: engagement, price.",s3/engagement/diab_1/turkey/,adls,Inactive,12/05/2023,Contract expired on 12/05/2023,Middle of month,Biweekly,No,diab_1_turkey_engagement_z,diab_1_engagement_biweekly_xform,diab_1_engagement_turkey_metri_rpt,Schema change expected next quarter
Japan Datawarehouse,Diab_1_236_Engagement_monthly,Diab 1 236 Engagement Monthly,csv,Turkey,Diab_1,"Engagement, Brand, Units, Revenue, Rep",Sridhar,IQVIA,iqvia732@company.com,SAP BW,Manual,jones@dr.com48@company.com,akira543@iqvia.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in Turkey, with fields: hcp, engagement, region.",adls/engagement/diab_1/turkey/,s3,Inactive,01/13/2023,Contract expired on 01/13/2023,End of Quarter,Monthly,No,diab_1_turkey_engagement_z,diab_1_engagement_monthly_xform,diab_1_engagement_turkey_metri_rpt,Schema change expected next quarter
US Datawarehouse,All Brands_237_Engagement_qtr,All Brands 237 Engagement Qtr,csv,US,All Brands,"Brand, Rep, Units, Price",Sridhar,Veeva,veeva90@company.com,IQVIA,API Pull,jones@dr.com271@veeva.com,johanna@dr.com785@company.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in US, with fields: revenue, price, engagement, hcp.",s3/engagement/allbrands/us/,s3,Active,,,End of Quarter,Biweekly,No,all_brands_us_engagement_z,all_brands_engagement_biweekly_xform,all_brands_engagement_us_metri_rpt,New processing pipeline in progress
Global Datawarehouse,Diab_1_238_Claims_weekly,Diab 1 238 Claims Weekly,csv,France,Diab_1,"Region, Country, TA, Price, Rep",Sridhar,IQVIA,iqvia585@dr.com,Veeva CRM,Automated,miguel984@vendor.net,johanna@dr.com81@company.com,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for Diab_1 in France, with fields: rep, revenue.",adls/claims/diab_1/france/,s3,Active,,,End of week,Weekly,Yes,diab_1_france_claims_z,diab_1_claims_weekly_xform,diab_1_claims_france_metrics_rpt,Schema change expected next quarter
US Datawarehouse,Diab_1_239_Sales_weekly,Diab 1 239 Sales Weekly,xlsx,Turkey,Diab_1,"Price, Rep, Brand, Engagement, Volume",Lakshya Mishra,IQVIA,iqvia857@veeva.com,IQVIA,Automated,jones@dr.com568@iqvia.com,johanna@dr.com740@company.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in Turkey, with fields: revenue, hcp, volume.",gcs/sales/diab_1/turkey/,s3,Active,,,Monthly,Weekly,Yes,diab_1_turkey_sales_z,diab_1_sales_weekly_xform,diab_1_sales_turkey_metrics_rpt,PII masked at source
Global Datawarehouse,NeuroMax_240_Engagement_daily,Neuromax 240 Engagement Daily,psv,US,NeuroMax,"Revenue, Country, Engagement",Lakshya Mishra,IQVIA,iqvia531@vendor.net,Veeva CRM,SFTP Drop,smith@dr.com597@iqvia.com,johanna@dr.com430@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for NeuroMax in US, with fields: rep, volume, revenue.",gcs/engagement/neuromax/us/,s3,Active,,,Beginning of week,Daily,No,neuromax_us_engagement_z,neuromax_engagement_daily_xform,neuromax_engagement_us_metrics_rpt,Backfill required for last 3 months
LATAM Datawarehouse,Respira_241_Engagement_weekly,Respira 241 Engagement Weekly,tsv,US,Respira,"Engagement, Volume, Units, Region, Price",Sridhar,Veeva,veeva949@dr.com,Veeva CRM,Manual,lakshya138@veeva.com,johanna@dr.com543@company.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Respira in US, with fields: hcp, rep, region.",adls/engagement/respira/us/,s3,Inactive,11/03/2023,Contract expired on 11/03/2023,Middle of month,Weekly,No,respira_us_engagement_z,respira_engagement_weekly_xform,respira_engagement_us_metrics_rpt,This file is set to expire by end of 2025
US Datawarehouse,Diab_1_242_Engagement_qtr,Diab 1 242 Engagement Qtr,json,US,Diab_1,"HCP, Rep, Country, Region",Sridhar,AWS Data Exchange,aws754@veeva.com,IQVIA,Automated,miguel303@veeva.com,johanna@dr.com189@iqvia.com,Engagement Data,Monthly Claims Summary,"Contains engagement data for Diab_1 in US, with fields: volume, revenue, engagement, rep.",s3/engagement/diab_1/us/,s3,Active,,,End of week,Quarterly,Yes,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_us_metrics_rpt,PII masked at source
US Datawarehouse,All Brands_243_Sales_qtr,All Brands 243 Sales Qtr,xlsx,Turkey,All Brands,"Rep, HCP, TA, Volume",Maria,AWS Data Exchange,aws856@company.com,IQVIA,API Pull,sridhar33@iqvia.com,ananya753@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in Turkey, with fields: hcp, revenue.",gcs/sales/allbrands/turkey/,s3,Inactive,10/08/2023,Contract expired on 10/08/2023,Monthly,Quarterly,No,all_brands_turkey_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_turkey_metric_rpt,This file is set to expire by end of 2025
US Datawarehouse,All Brands_244_Engagement_qtr,All Brands 244 Engagement Qtr,csv,US,All Brands,"Price, TA, HCP, Rep, Volume",Lakshya Mishra,Veeva,veeva416@vendor.net,Veeva CRM,Automated,jones@dr.com810@vendor.net,johanna@dr.com366@iqvia.com,Engagement Data,Campaign Metrics,"Contains engagement data for All Brands in US, with fields: revenue, hcp, region, engagement.",s3/engagement/allbrands/us/,s3,Active,,,Monthly,Quarterly,No,all_brands_us_engagement_z,all_brands_engagement_quarterl_xform,all_brands_engagement_us_metri_rpt,Backfill required for last 3 months
APAC Datawarehouse,Diab_1_245_Engagement_weekly,Diab 1 245 Engagement Weekly,psv,Turkey,Diab_1,"Revenue, Rep, Price, TA",Jones,Veeva,veeva326@iqvia.com,Veeva CRM,Automated,jones@dr.com789@company.com,johanna@dr.com573@veeva.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in Turkey, with fields: hcp, revenue.",gcs/engagement/diab_1/turkey/,s3,Inactive,03/24/2023,Contract expired on 03/24/2023,End of Quarter,Weekly,Yes,diab_1_turkey_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_turkey_metri_rpt,PII masked at source
Global Datawarehouse,Diab_1_246_Sales_monthly,Diab 1 246 Sales Monthly,tsv,Turkey,Diab_1,"TA, Region, Country",Johanna,IMS Health,ims97@dr.com,Salesforce,Manual,jones@dr.com684@iqvia.com,chen295@dr.com,Sales Data,Product Inventory Snapshot,"Contains sales data for Diab_1 in Turkey, with fields: volume, price, ta.",s3/sales/diab_1/turkey/,s3,Active,,,Beginning of week,Monthly,Yes,diab_1_turkey_sales_z,diab_1_sales_monthly_xform,diab_1_sales_turkey_metrics_rpt,New processing pipeline in progress
Global Datawarehouse,All Brands_247_Sales_qtr,All Brands 247 Sales Qtr,csv,Turkey,All Brands,"Engagement, Country, Revenue, Price, HCP",Lakshya Mishra,IQVIA,iqvia782@company.com,Veeva CRM,API Pull,johanna290@company.com,sridhar339@iqvia.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in Turkey, with fields: volume, hcp, price, ta.",s3/sales/allbrands/turkey/,adls,Inactive,03/26/2024,Contract expired on 03/26/2024,End of Quarter,Quarterly,Yes,all_brands_turkey_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_turkey_metric_rpt,Schema change expected next quarter
Global Datawarehouse,NeuroMax_248_Sales_weekly,Neuromax 248 Sales Weekly,psv,South Korea,NeuroMax,"Units, Brand, Engagement, Revenue",Smith,Veeva,veeva307@vendor.net,IQVIA,API Pull,smith@dr.com60@dr.com,johanna@dr.com21@dr.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for NeuroMax in South Korea, with fields: engagement, volume, revenue, region.",gcs/sales/neuromax/southkorea/,s3,Inactive,01/10/2023,Contract expired on 01/10/2023,Middle of month,Weekly,No,neuromax_south_korea_sales_z,neuromax_sales_weekly_xform,neuromax_sales_south_korea_met_rpt,Schema change expected next quarter
US Datawarehouse,Diab_1_249_Inventory_qtr,Diab 1 249 Inventory Qtr,csv,US,Diab_1,"Revenue, Brand, Units, TA, Rep",Johanna,IQVIA,iqvia654@iqvia.com,Veeva CRM,API Pull,akira725@dr.com,johanna@dr.com112@veeva.com,Inventory Data,Regional Sales Data,"Contains inventory data for Diab_1 in US, with fields: rep, hcp, volume, revenue.",s3/inventory/diab_1/us/,s3,Inactive,01/08/2023,Contract expired on 01/08/2023,End of Quarter,Quarterly,No,diab_1_us_inventory_z,diab_1_inventory_quarterly_xform,diab_1_inventory_us_metrics_rpt,PII masked at source
US Datawarehouse,All Brands_250_Claims_daily,All Brands 250 Claims Daily,xlsx,Italy,All Brands,"Price, HCP, Units, Revenue",Sridhar,IQVIA,iqvia437@vendor.net,IQVIA,API Pull,jones923@iqvia.com,johanna@dr.com785@vendor.net,Claims Data,Regional Sales Data,"Contains claims data for All Brands in Italy, with fields: rep, volume, region, revenue.",gcs/claims/allbrands/italy/,s3,Pilot,,,End of Quarter,Daily,Yes,all_brands_italy_claims_z,all_brands_claims_daily_xform,all_brands_claims_italy_metric_rpt,Backfill required for last 3 months
Japan Datawarehouse,Diab_1_251_Sales_qtr,Diab 1 251 Sales Qtr,csv,Turkey,Diab_1,"Rep, Volume, Region",Lakshya Mishra,IQVIA,iqvia217@dr.com,IQVIA,Manual,jones@dr.com761@vendor.net,johanna@dr.com30@dr.com,Sales Data,Campaign Metrics,"Contains sales data for Diab_1 in Turkey, with fields: region, price, ta.",gcs/sales/diab_1/turkey/,gcs,Active,,,Beginning of week,Biweekly,Yes,diab_1_turkey_sales_z,diab_1_sales_biweekly_xform,diab_1_sales_turkey_metrics_rpt,PII masked at source
Japan Datawarehouse,Diab_1_252_Marketing_weekly,Diab 1 252 Marketing Weekly,csv,Turkey,Diab_1,"Country, Units, Price",Miguel,Veeva,veeva334@company.com,Veeva CRM,Manual,smith@dr.com898@veeva.com,johanna@dr.com243@company.com,Marketing Data,Regional Sales Data,"Contains marketing data for Diab_1 in Turkey, with fields: price, rep, engagement.",s3/marketing/diab_1/turkey/,adls,Inactive,04/13/2025,Contract expired on 04/13/2025,Monthly,Weekly,No,diab_1_turkey_marketing_z,diab_1_marketing_weekly_xform,diab_1_marketing_turkey_metric_rpt,Backfill required for last 3 months
